YEAR,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1977,gonzj101,11,7,7,1,2,1,0,0,0,1,0,0,2,0,0,0,0,0
1977,goodd101,10,84,79,18,29,6,1,1,0,8,5,1,14,2,0,0,0,0
1977,goodd101,11,12,12,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0
1977,goode101,3,9,8,1,1,0,0,0,0,2,1,0,2,1,0,0,0,0
1977,goode101,5,15,14,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0
1977,goode101,11,45,44,8,12,1,0,1,0,3,1,1,7,1,0,0,0,0
1977,gordm101,2,26,23,1,1,0,0,0,0,2,2,0,8,0,0,1,0,0
1977,gorib101,7,76,73,20,35,4,1,3,0,19,2,0,18,1,0,1,0,0
1977,gorib101,9,16,15,2,2,0,0,0,0,2,1,0,1,0,0,0,0,0
1977,gorib101,10,21,19,0,0,0,0,0,0,1,0,0,8,0,0,1,1,0
1977,gorib101,11,13,11,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0
1977,gossr001,1,25,23,5,6,1,0,0,0,2,1,0,8,0,0,1,0,0
1977,grayg101,7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,greeb101,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,gricb001,6,225,181,44,71,6,0,7,0,23,37,4,40,5,1,3,3,0
1977,griet101,7,95,87,21,37,7,0,3,0,12,5,0,23,0,2,1,0,0
1977,griet101,9,107,99,23,33,1,0,3,1,13,7,1,22,0,0,1,0,0
1977,griet101,10,42,41,7,11,1,0,1,0,4,0,0,9,4,1,0,0,0
1977,griet101,11,11,9,2,2,0,0,0,0,1,1,0,3,0,0,0,1,0
1977,grifa001,6,44,41,6,7,1,0,0,0,3,3,0,5,1,0,0,0,0
1977,grifd101,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,grifd101,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,grifk001,9,647,580,185,271,34,8,12,0,57,64,2,83,12,0,1,2,0
1977,grifk001,11,10,5,1,2,1,0,0,0,0,5,0,1,0,0,0,0,0
1977,grift101,1,48,44,6,15,3,0,2,0,4,0,0,22,0,0,3,1,0
1977,grift101,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,grosg001,7,125,106,37,52,4,1,3,0,15,13,0,9,2,0,3,3,0
1977,grosg001,8,87,75,25,38,3,2,2,0,7,12,2,3,3,0,0,0,0
1977,grosg001,9,19,18,5,7,2,0,0,0,4,1,0,1,0,0,0,0,0
1977,grosg001,11,49,40,10,13,1,1,0,0,6,7,2,6,1,0,0,2,0
1977,grosw001,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1977,grosw001,5,580,485,113,202,21,1,22,0,63,85,6,84,7,4,3,3,0
1977,grosw001,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,grotj101,2,108,98,26,29,1,1,0,0,5,6,2,11,7,2,2,0,0
1977,grotj101,5,38,33,9,11,2,0,0,0,3,5,0,5,0,0,0,0,0
1977,grotj101,11,12,11,3,3,0,0,0,0,3,0,0,1,0,0,1,0,0
1977,grubj001,7,99,81,26,41,3,3,2,1,13,17,2,12,3,1,0,0,0
1977,grubj001,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,grubj001,10,10,10,2,2,0,0,0,0,1,0,0,4,0,0,0,0,0
1977,grubj001,11,3,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1977,guerm101,4,32,31,13,15,2,0,0,0,5,0,0,3,0,0,1,0,0
1977,guerm101,6,123,121,37,44,5,1,0,0,12,0,0,4,3,0,1,1,0
1977,guerm101,10,70,66,15,21,1,1,1,0,8,3,1,5,1,0,0,1,0
1977,guerm101,11,27,26,4,4,0,0,0,0,3,1,0,4,0,0,0,0,0
1977,hairj001,7,31,28,8,14,3,0,1,0,4,3,0,5,1,0,0,0,0
1977,hairj001,8,12,10,3,4,1,0,0,0,0,2,0,3,1,0,0,0,0
1977,hairj001,9,7,6,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0
1977,hairj001,11,40,34,7,10,0,0,1,0,4,6,0,8,1,0,0,0,0
1977,halej101,7,31,27,8,10,2,0,0,0,4,4,1,6,0,0,0,0,0
1977,halej101,8,22,21,4,5,1,0,0,0,0,1,0,7,0,0,0,0,0
1977,halej101,9,66,55,13,19,1,1,1,0,6,10,0,14,0,0,0,1,0
1977,halej101,11,5,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0
1977,halie101,1,96,85,15,25,4,0,2,0,5,4,0,29,0,0,5,1,1
1977,hampi101,2,38,35,10,17,1,0,2,0,5,2,0,9,1,1,0,0,0
1977,hampi101,10,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,hampi101,11,5,5,3,6,0,0,1,0,4,0,0,0,1,0,0,0,0
1977,hanel101,2,136,127,29,31,2,0,0,0,10,5,0,30,2,0,2,2,0
1977,hanng101,1,11,7,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0
1977,hannp101,1,18,14,1,1,0,0,0,0,1,3,0,6,0,0,1,0,0
1977,hargm001,3,645,523,159,248,27,4,18,0,67,102,7,58,14,6,8,6,0
1977,hargm001,11,3,2,1,2,1,0,0,0,2,1,0,1,0,0,0,0,0
1977,hargs101,1,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1977,harll101,8,51,45,10,12,0,1,0,0,0,5,0,8,0,0,1,0,0
1977,harll101,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,harmt101,4,25,23,4,4,0,0,0,0,1,1,0,5,0,1,0,0,0
1977,harmt101,5,8,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,harmt101,6,32,27,6,13,1,0,2,0,4,4,0,3,2,0,0,1,0
1977,harmt101,11,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,harrb101,6,304,268,48,61,6,2,1,0,12,27,1,28,3,1,7,1,0
1977,harrb101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,harrt001,5,671,537,142,258,25,5,27,0,87,109,7,73,13,10,9,6,0
1977,harrt001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,harrv101,4,100,88,26,34,8,0,0,0,9,10,1,15,1,0,1,1,0
1977,harrv101,5,31,26,8,12,1,0,1,0,1,4,0,6,0,0,1,0,0
1977,harrv101,6,27,24,6,11,2,0,1,0,3,2,0,5,0,0,0,1,0
1977,harrv101,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,harrv101,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,harrv101,11,29,25,3,4,1,0,0,0,1,3,0,10,0,0,0,1,0
1977,healf102,2,74,66,15,20,5,0,0,0,7,6,0,13,0,0,2,0,0
1977,healf102,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,heavd101,1,8,5,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0
1977,hebnr001,3,414,349,99,171,16,4,16,1,58,57,7,37,7,3,1,4,0
1977,hebnr001,5,42,38,11,18,1,0,2,0,3,4,1,7,0,0,0,0,0
1977,hebnr001,11,10,10,3,3,0,0,0,0,1,0,0,2,0,0,0,0,0
1977,hegam101,3,22,20,4,7,0,0,1,0,2,1,1,6,0,0,0,0,1
1977,hegam101,7,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,hegam101,10,21,16,4,4,0,0,0,0,0,5,0,3,0,0,0,0,0
1977,hegam101,11,19,14,1,4,0,0,1,0,1,4,0,7,0,1,0,0,0
1977,heidj101,10,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,heint101,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,heisb101,4,28,25,6,7,1,0,0,0,2,2,0,1,0,0,1,0,0
1977,heisb101,5,10,9,3,6,1,1,0,0,1,0,0,1,0,1,0,0,0
1977,heisb101,6,27,27,7,7,0,0,0,0,2,0,0,6,0,0,0,0,0
1977,heisb101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,helmt101,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,helmt101,5,8,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,helmt101,10,49,45,12,17,2,0,1,0,4,3,1,3,0,1,0,0,0
1977,helmt101,11,18,15,2,2,0,0,0,0,1,1,0,4,0,0,2,0,0
1977,hende103,2,8,8,2,6,1,0,1,0,4,0,0,1,0,0,0,0,0
1977,hende103,11,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1977,hendg001,7,19,19,4,5,1,0,0,0,1,0,0,7,0,0,0,0,0
1977,hendg001,8,552,490,156,245,22,2,21,0,72,57,8,59,9,2,1,2,0
1977,hendg001,9,27,23,6,14,2,0,2,0,8,3,0,3,0,0,0,0,1
1977,hendg001,11,10,9,2,2,0,0,0,0,0,1,0,5,0,0,0,0,0
1977,hendj102,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,hendk101,7,5,4,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,hendk101,8,24,21,9,15,3,0,1,0,5,3,1,1,0,0,0,0,0
1977,hendk101,9,226,207,50,73,11,0,4,0,18,14,3,32,6,3,2,0,0
1977,hendk101,10,4,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
1977,hendk101,11,8,8,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,hends001,7,395,347,104,168,16,6,12,1,65,43,2,77,13,1,0,4,0
1977,hends001,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,hends001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,herne102,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,hernk001,3,639,554,162,256,41,4,15,3,90,79,11,86,17,1,3,2,0
1977,hernk001,11,6,6,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
1977,hernl001,8,113,104,25,36,4,2,1,0,5,5,1,20,4,1,2,0,1
1977,hernl001,11,5,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1977,hernr102,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,hernw001,1,19,16,1,1,0,0,0,0,0,0,0,9,0,0,3,0,0
1977,herre102,2,172,151,44,52,5,0,1,0,15,15,1,18,3,1,3,2,0
1977,herre102,11,7,7,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0
1977,hillm001,2,355,313,78,112,10,0,8,0,48,32,6,32,12,0,3,7,0
1977,hillm001,11,9,7,2,5,0,0,1,0,2,2,0,2,0,0,0,0,0
1977,hisll101,7,297,263,82,150,18,1,16,1,63,24,0,54,5,3,3,4,0
1977,hisll101,8,279,243,71,121,16,2,10,0,45,29,4,41,5,3,1,3,0
1977,hisll101,9,20,20,5,9,1,0,1,1,6,0,0,4,1,0,0,0,0
1977,hisll101,10,23,19,7,11,1,0,1,0,5,3,1,6,0,0,1,0,0
1977,hisll101,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,hobsb101,5,637,593,157,290,33,5,30,0,112,27,4,162,17,4,10,3,0
1977,hodgr001,2,86,78,22,26,4,0,0,0,3,8,1,11,0,0,0,0,0
1977,hodgr001,11,40,39,9,12,0,0,1,0,2,1,0,6,0,0,0,0,0
1977,holdf101,1,10,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1977,hootb001,1,83,67,11,13,2,0,0,0,3,2,0,15,0,0,14,0,0
1977,hortw101,7,43,38,12,23,2,0,3,0,9,3,0,3,1,0,0,2,0
1977,hortw101,10,528,483,138,201,21,3,12,0,66,39,5,114,14,0,0,6,0
1977,hortw101,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,hoslt101,2,43,36,7,7,0,0,0,0,3,6,0,5,1,0,0,1,0
1977,hoslt101,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,hoslt101,10,44,35,7,10,0,0,1,0,7,8,0,6,0,1,0,0,0
1977,hoslt101,11,7,5,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0
1977,hougc001,1,23,22,4,7,0,0,1,0,2,1,0,2,0,0,0,0,0
1977,howaw101,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,howaw101,7,110,104,30,38,5,0,1,0,7,3,1,5,1,0,3,0,0
1977,howaw101,8,44,40,8,8,0,0,0,0,0,2,0,15,2,0,2,0,0
1977,howaw101,9,16,16,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0
1977,howaw101,11,25,24,7,11,1,0,1,0,6,0,0,8,0,0,1,0,0
1977,howea001,4,371,336,87,134,18,4,7,0,42,29,4,48,8,4,1,1,0
1977,howea001,5,67,54,15,25,3,2,1,1,12,11,2,8,2,1,0,1,0
1977,howea001,6,18,17,4,7,1,1,0,0,4,0,0,4,0,0,1,0,0
1977,howea001,11,7,6,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0
1977,hower001,3,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,hower001,5,377,332,107,151,15,1,9,0,40,39,2,65,16,1,3,2,0
1977,hower001,7,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,hower001,10,42,38,7,11,1,0,1,0,2,4,0,13,0,0,0,0,0
1977,hower001,11,2,2,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0
1977,hraba101,1,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,hraba101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,humet001,1,12,10,2,5,0,0,1,0,1,0,0,2,0,0,2,0,0
1977,humpt101,2,339,304,69,86,11,0,2,0,34,21,0,58,9,4,7,3,0
1977,hundr101,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,hurdc001,9,27,25,7,13,0,0,2,0,7,2,0,7,0,0,0,0,0
1977,hurdc001,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,huttt101,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,huttt101,3,29,27,7,10,0,0,1,0,3,2,1,4,1,0,0,0,0
1977,huttt101,7,19,17,8,12,1,0,1,0,4,1,1,0,0,0,0,1,0
1977,huttt101,9,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,huttt101,11,42,34,10,12,2,0,0,0,4,7,1,5,2,0,1,0,0
1977,iorgd001,3,28,27,5,6,1,0,0,0,2,1,0,3,0,0,0,0,0
1977,iorgd001,7,7,7,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,iorgd001,9,8,7,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0
1977,iorgd001,11,26,21,6,7,1,0,0,0,3,4,0,3,0,0,0,1,0
1977,iviem101,3,422,385,103,151,23,2,7,1,52,31,3,45,5,2,1,3,0
1977,iviem101,5,98,89,28,39,5,0,2,0,11,8,1,9,0,0,0,1,0
1977,iviem101,11,15,15,2,3,1,0,0,0,3,0,0,3,1,0,0,0,0
1977,jackg101,1,18,18,6,7,1,0,0,0,3,0,0,4,0,0,0,0,0
1977,jackr001,9,530,460,138,270,35,2,31,1,100,65,4,112,3,2,0,3,0
1977,jackr001,10,74,63,12,19,4,0,1,0,10,9,0,17,0,1,0,1,0
1977,jackr001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,jackr002,3,134,128,29,48,6,2,3,0,14,3,0,22,1,0,2,1,0
1977,jackr002,5,100,89,22,35,4,0,3,0,7,9,0,10,0,1,0,1,0
1977,jackr002,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,jackr002,7,8,6,1,4,0,0,1,0,1,2,0,1,0,0,0,0,0
1977,jackr002,10,63,53,11,16,2,0,1,0,3,9,2,7,4,0,1,0,0
1977,jackr002,11,16,15,8,11,3,0,0,0,3,1,0,1,1,0,0,0,0
1977,jackr003,1,7,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1977,james101,3,16,14,4,5,1,0,0,0,3,2,0,2,1,0,0,0,0
1977,james101,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,johnb103,1,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1977,johnc001,2,44,37,10,19,0,0,3,0,9,5,0,7,0,2,0,0,0
1977,johnc001,3,70,56,20,40,5,0,5,0,12,12,0,12,1,2,0,0,0
1977,johnc001,7,119,100,29,52,5,0,6,0,14,16,2,18,1,3,0,0,0
1977,johnc001,9,9,8,2,5,0,0,1,0,1,0,0,0,0,1,0,0,0
1977,johnc001,10,79,69,19,36,5,0,4,1,11,8,0,13,1,2,0,0,0
1977,johnc001,11,18,16,5,15,1,0,3,0,7,2,0,3,0,0,0,0,0
1977,johnd105,3,133,108,36,61,7,0,6,0,23,20,1,12,5,1,2,2,0
1977,johnd105,4,18,17,4,6,2,0,0,0,1,1,0,2,0,0,0,0,0
1977,johnd105,5,5,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0
1977,johnd105,11,30,26,9,14,0,1,1,0,11,2,0,5,0,1,0,1,0
1977,johnj002,3,65,51,13,30,2,0,5,0,11,11,1,2,1,1,0,2,0
1977,johnj002,7,6,6,3,8,2,0,1,0,2,0,0,1,0,0,0,0,0
1977,johnj002,9,324,292,82,130,13,4,9,0,40,26,2,35,8,1,1,4,0
1977,johnj002,11,16,14,5,6,1,0,0,0,6,1,0,0,0,0,0,1,0
1977,johnl101,3,166,159,53,89,3,3,9,0,23,7,1,21,3,0,0,0,0
1977,johnl101,10,227,207,56,94,7,2,9,0,37,17,2,30,12,0,0,3,0
1977,johnl101,11,8,8,4,6,2,0,0,0,5,0,0,2,0,0,0,0,0
1977,johnt001,1,89,79,14,18,1,0,1,0,4,3,0,14,0,0,6,1,0
1977,johnt102,4,14,8,0,0,0,0,0,0,1,4,1,2,0,0,1,1,0
1977,johnt102,5,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,johnt102,6,10,9,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
1977,johnt102,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,johnt102,10,2,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
1977,johnt102,11,10,10,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,joneb001,10,15,12,2,5,0,0,1,0,2,3,0,3,1,0,0,0,0
1977,joneb001,11,7,5,1,1,0,0,0,0,1,1,0,2,0,0,0,1,0
1977,joneo001,1,29,28,4,4,0,0,0,0,1,1,0,11,0,0,0,0,0
1977,joner002,8,647,582,152,263,23,8,24,0,74,54,3,117,7,2,3,5,1
1977,joner002,10,16,14,5,8,3,0,0,0,2,1,0,2,0,0,0,1,0
1977,joner002,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,joner101,1,49,43,5,6,1,0,0,0,1,2,0,20,0,0,4,0,0
1977,jonet101,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,jorgm001,3,169,146,36,55,1,0,6,1,24,15,2,29,2,1,3,4,0
1977,jorgm001,7,20,16,5,12,1,0,2,0,2,4,0,2,0,0,0,0,0
1977,jorgm001,8,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,jorgm001,9,43,36,10,13,1,1,0,0,3,6,0,8,2,1,0,0,0
1977,jorgm001,10,5,5,2,3,1,0,0,0,2,0,0,2,0,0,0,0,0
1977,jorgm001,11,19,17,1,2,1,0,0,0,1,2,0,6,0,0,0,0,0
1977,joshv101,8,553,524,139,204,24,7,9,0,47,20,3,69,17,0,4,5,0
1977,joshv101,11,13,12,1,2,1,0,0,0,2,1,1,5,0,0,0,0,0
1977,jutzs101,2,113,104,23,34,2,0,3,1,15,7,1,11,3,0,2,0,0
1977,jutzs101,11,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,kaatj101,1,55,52,10,13,3,0,0,0,2,2,0,12,1,0,1,0,0
1977,kaatj101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,kellm101,4,100,90,22,28,4,1,0,0,9,8,1,8,3,1,1,0,0
1977,kellm101,6,32,31,6,9,1,1,0,0,2,1,1,3,0,0,0,0,0
1977,kellm101,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,kellp101,7,342,292,66,96,12,0,6,1,36,41,5,62,5,3,2,4,0
1977,kellp101,9,62,50,21,34,1,0,4,1,13,8,1,6,2,1,2,1,0
1977,kellp101,10,5,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
1977,kellp101,11,17,14,5,5,0,0,0,0,0,3,0,5,0,0,0,0,0
1977,kemps001,7,633,549,142,233,29,4,18,0,88,71,0,92,11,5,1,7,0
1977,kemps001,11,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,kendf101,2,342,313,79,103,13,1,3,0,39,16,1,26,8,1,7,5,0
1977,kendf101,10,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,kendf101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,kerrj101,1,10,8,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0
1977,kessd101,4,104,95,25,26,1,0,0,0,2,9,2,14,2,0,0,0,0
1977,kessd101,5,31,24,5,7,0,1,0,0,4,5,0,3,0,0,1,1,0
1977,kessd101,6,130,119,30,38,6,1,0,0,11,10,1,11,3,0,0,1,0
1977,kessd101,11,18,15,0,0,0,0,0,0,1,3,0,5,1,0,0,0,0
1977,kimmb101,2,26,25,2,3,1,0,0,0,1,0,0,4,1,1,0,0,0
1977,kingd001,3,128,118,26,51,7,0,6,0,18,5,1,43,1,3,2,0,0
1977,kingd001,5,9,9,2,3,1,0,0,0,0,0,0,3,0,0,0,0,0
1977,kingd001,7,219,199,44,88,8,0,12,2,37,15,2,65,3,3,1,1,0
1977,kingd001,9,77,69,16,30,2,0,4,0,13,5,1,15,1,0,0,3,0
1977,kingd001,10,25,22,5,16,2,0,3,0,6,2,0,13,0,1,0,0,0
1977,kingd001,11,23,22,4,7,0,0,1,0,4,1,0,4,1,0,0,0,0
1977,kirke102,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,kirke102,3,39,33,4,9,2,0,1,0,3,5,0,8,3,0,1,0,0
1977,kirke102,7,86,79,21,25,4,0,0,0,5,6,1,10,0,1,0,0,0
1977,kirke102,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,kirke102,10,26,23,4,4,0,0,0,0,2,3,0,3,1,0,0,0,0
1977,kirke102,11,24,15,5,6,1,0,0,0,3,8,1,3,0,0,0,1,0
1977,kisob001,1,74,69,18,25,4,0,1,0,7,2,0,19,1,0,3,0,0
1977,klutm101,5,14,12,3,4,1,0,0,0,2,1,0,1,0,1,0,0,0
1977,klutm101,6,4,3,1,4,0,0,1,0,2,1,0,0,0,0,0,0,0
1977,knepb001,1,65,55,10,11,1,0,0,0,4,5,0,18,1,0,5,0,0
1977,knigr001,4,35,30,5,7,2,0,0,0,3,4,0,5,0,0,1,0,0
1977,knigr001,5,26,23,11,18,2,1,1,0,7,2,1,2,0,0,0,1,0
1977,knigr001,6,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,knigr001,7,11,11,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,knigr001,11,28,26,6,7,1,0,0,0,3,2,0,7,0,0,0,0,0
1977,konid101,1,8,7,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0
1977,koosj001,1,79,72,8,11,0,0,1,0,7,0,0,30,2,1,5,1,0
1977,krane101,3,141,135,38,64,11,0,5,0,17,5,1,8,4,0,0,1,0
1977,krane101,7,28,27,7,16,0,0,3,0,4,1,0,1,0,0,0,0,0
1977,krane101,9,103,90,21,26,2,0,1,0,5,12,4,8,3,0,0,1,0
1977,krane101,11,37,29,13,20,4,0,1,0,14,5,2,3,3,0,0,3,0
1977,krukm001,1,63,55,11,12,1,0,0,0,2,1,0,14,1,0,7,0,0
1977,kuipd001,4,679,610,169,203,15,8,1,0,50,37,1,55,9,7,21,4,0
1977,kusic101,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,kusic101,3,58,49,12,22,1,0,3,0,9,8,1,13,4,0,0,1,0
1977,kusic101,10,254,208,52,86,10,0,8,0,29,39,4,43,10,3,1,3,0
1977,kusic101,11,12,10,4,8,1,0,1,0,7,2,0,4,0,0,0,0,0
1977,lacof001,1,12,10,2,2,0,0,0,0,2,0,0,3,0,0,2,0,0
1977,lacop101,3,83,75,19,22,3,0,0,0,6,7,0,10,0,0,0,1,0
1977,lacop101,7,25,23,4,7,1,1,0,0,5,1,0,3,2,0,0,1,0
1977,lacop101,9,6,6,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0
1977,lacop101,10,101,92,33,46,4,0,3,0,15,6,0,10,0,1,0,2,0
1977,lacop101,11,23,22,8,11,3,0,0,0,3,1,1,2,1,0,0,0,0
1977,lacyl001,4,74,70,21,34,1,0,4,0,9,4,0,11,1,0,0,0,0
1977,lacyl001,5,23,22,7,9,2,0,0,0,4,0,0,0,1,0,0,1,0
1977,lacyl001,7,23,21,5,6,1,0,0,0,0,2,0,2,1,0,0,0,0
1977,lacyl001,9,35,32,6,8,2,0,0,0,2,3,0,5,0,0,0,0,0
1977,lacyl001,11,25,24,6,13,1,0,2,0,6,1,0,3,0,0,0,0,0
1977,lahoj101,7,42,36,11,21,4,0,2,0,5,5,0,7,2,0,0,1,0
1977,lahoj101,9,6,5,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0
1977,lahoj101,10,13,12,2,3,1,0,0,0,0,1,0,5,0,0,0,0,0
1977,lahoj101,11,16,12,3,3,0,0,0,0,3,4,1,1,0,0,0,0,0
1977,lampd001,1,8,8,3,3,0,0,0,0,2,0,0,2,0,0,0,0,0
1977,landk001,8,80,76,19,26,5,1,0,0,5,4,1,15,0,0,0,0,0
1977,landk001,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,landl101,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,landr001,4,11,9,2,2,0,0,0,0,0,2,0,0,1,0,0,0,0
1977,landr001,6,11,9,3,3,0,0,0,0,0,1,0,2,0,0,1,0,0
1977,larsd101,1,29,28,6,6,0,0,0,0,1,1,0,7,1,0,0,0,0
1977,laveg001,1,14,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
1977,leflr101,8,695,649,210,305,30,10,15,0,56,37,1,120,11,4,1,4,0
1977,leflr101,11,3,3,2,5,0,0,1,0,1,0,0,1,0,0,0,0,0
1977,lemaj001,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,lemaj001,6,149,131,20,27,5,1,0,0,8,13,3,26,0,0,4,1,0
1977,lemaj001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,lemoc001,8,627,553,151,254,38,4,19,0,67,52,1,89,7,11,4,7,0
1977,lemom101,1,75,69,6,8,0,1,0,0,1,0,0,25,1,1,5,0,0
1977,leonj001,7,4,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
