YEAR,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1977,suthg101,3,3,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
1977,suthg101,4,52,48,6,6,0,0,0,0,2,2,0,8,1,0,2,0,0
1977,suthg101,5,16,14,5,6,1,0,0,0,2,2,0,3,2,0,0,0,0
1977,suthg101,11,42,38,12,17,2,0,1,0,5,3,0,4,0,0,1,0,0
1977,suttb001,1,22,20,3,3,0,0,0,0,0,2,0,10,1,0,0,0,0
1977,suttd001,1,91,73,11,13,2,0,0,0,8,8,0,21,2,0,10,0,0
1977,suttj101,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,swanc001,1,54,48,9,9,0,0,0,0,0,0,0,12,0,0,6,0,0
1977,swiss101,2,216,201,39,61,7,0,5,0,15,9,5,44,3,2,2,2,0
1977,swiss101,11,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1977,tabbj101,3,130,120,27,48,3,0,6,0,17,7,1,20,5,0,1,2,0
1977,tabbj101,10,16,15,3,3,0,0,0,0,1,1,0,3,0,0,0,0,0
1977,tabbj101,11,11,9,2,2,0,0,0,0,1,2,1,3,0,0,0,0,0
1977,tamaj101,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,tamaj101,11,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,tavef101,6,600,544,137,180,20,10,1,1,29,38,2,71,7,6,9,3,0
1977,tekuk001,1,12,12,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0
1977,tempg001,6,642,619,200,279,19,18,8,0,79,15,3,70,9,1,2,5,0
1977,tempg001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,tenag101,2,385,285,75,134,19,2,12,1,46,88,8,72,4,9,1,2,0
1977,tenag101,3,130,104,18,29,5,0,2,0,9,21,2,31,1,2,1,2,0
1977,tenag101,5,54,43,9,16,0,2,1,0,6,10,0,14,0,1,0,0,0
1977,tenag101,11,12,5,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0
1977,terpj101,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,terrj101,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,terrj101,4,9,8,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0
1977,terrj101,5,168,155,33,37,4,0,0,0,12,8,0,14,5,1,4,0,0
1977,terrj101,6,27,25,8,11,0,0,1,0,3,2,1,2,5,0,0,0,0
1977,terrj101,10,17,14,3,4,1,0,0,0,2,1,0,3,0,0,2,0,0
1977,terrj101,11,11,9,2,3,1,0,0,0,3,0,0,1,1,0,0,2,0
1977,theid101,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1977,thomd001,3,7,4,1,1,0,0,0,0,2,1,0,0,0,0,0,2,0
1977,thomd001,4,106,98,24,26,0,1,0,0,6,6,0,12,0,1,1,0,0
1977,thomd001,5,16,12,4,4,0,0,0,0,1,3,0,2,0,0,1,0,0
1977,thomd001,6,89,74,11,11,0,0,0,0,4,13,0,10,2,0,2,0,0
1977,thomd001,7,9,9,7,10,1,1,0,0,1,0,0,0,1,0,0,0,0
1977,thomd001,8,317,290,83,133,10,8,8,0,26,19,1,41,5,1,5,2,0
1977,thomd001,11,24,19,5,7,2,0,0,0,4,4,0,5,0,0,1,0,0
1977,thomd101,7,38,35,10,20,2,1,2,0,4,3,1,2,1,0,0,0,0
1977,thomd101,10,39,32,8,9,1,0,0,0,6,5,1,7,0,1,0,1,0
1977,thomd101,11,3,3,1,3,0,1,0,0,1,0,0,2,0,0,0,0,0
1977,thomg101,3,66,51,15,36,2,2,5,0,16,13,0,17,0,0,0,2,0
1977,thomg101,7,165,138,26,47,6,3,3,0,15,25,4,34,3,0,1,1,0
1977,thomg101,8,210,180,52,81,11,0,6,0,23,23,4,33,2,1,1,5,0
1977,thomg101,9,74,61,16,29,4,0,3,1,14,11,0,14,1,0,2,0,0
1977,thomg101,11,19,16,5,8,1,1,0,0,3,3,0,4,1,0,0,0,0
1977,thomj001,3,668,585,158,285,24,5,31,1,105,73,2,91,15,1,0,9,0
1977,thora001,3,482,400,105,203,19,5,23,0,58,69,1,76,8,10,1,2,0
1977,thora001,10,30,28,8,21,1,0,4,0,10,1,0,4,1,1,0,0,0
1977,thora001,11,5,5,1,4,0,0,1,0,2,0,0,2,0,0,0,0,0
1977,toddj101,1,18,17,1,1,0,0,0,0,0,1,0,8,1,0,0,0,0
1977,toddj102,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,tolab101,3,50,45,9,15,0,0,2,0,3,4,0,3,0,0,1,0,0
1977,tolab101,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,tolab101,11,44,42,8,12,4,0,0,0,7,1,0,11,1,0,0,1,0
1977,tomld001,1,8,7,2,2,0,0,0,0,0,0,0,2,0,0,1,0,0
1977,torrh101,4,81,71,12,20,0,1,2,1,10,4,0,9,4,1,1,3,1
1977,torrh101,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,torrh101,6,209,192,51,71,7,2,3,0,16,11,1,23,6,0,4,1,1
1977,torrh101,11,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,torrj101,3,38,36,6,8,2,0,0,0,5,1,0,6,1,0,0,1,0
1977,torrj101,5,4,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1977,torrj101,11,12,11,2,6,1,0,1,0,4,1,1,3,1,0,0,0,0
1977,torrr101,7,5,4,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
1977,torrr101,8,80,70,11,23,1,1,3,0,9,8,0,15,2,0,1,1,0
1977,torrr101,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,torrr101,11,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,trama001,6,48,43,8,8,0,0,0,0,0,4,0,12,1,0,1,0,0
1977,trilm001,4,561,500,139,188,18,5,7,0,56,44,6,58,17,5,4,8,0
1977,trilm001,11,4,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,turnj101,7,259,232,55,94,10,1,9,0,32,24,1,37,2,0,0,3,0
1977,turnj101,8,13,10,3,4,1,0,0,0,1,3,0,1,0,0,0,0,0
1977,turnj101,9,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1977,turnj101,11,49,45,12,19,4,0,1,0,15,4,0,5,4,0,0,0,0
1977,twitw101,1,60,50,9,11,2,0,0,0,5,6,0,30,1,0,4,0,0
1977,tyroj101,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,tyroj101,7,32,32,8,11,0,0,1,0,1,0,0,6,0,0,0,0,0
1977,tyroj101,8,8,8,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0
1977,tyroj101,9,269,237,56,80,10,1,4,0,20,23,2,49,4,0,5,4,0
1977,tyroj101,10,8,7,3,4,1,0,0,0,2,1,0,0,0,0,0,0,0
1977,tyroj101,11,10,9,4,4,0,0,0,0,3,1,0,3,0,0,0,0,0
1977,tysom101,4,455,416,103,143,15,2,7,1,57,30,11,48,9,2,5,2,0
1977,tysom101,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,undet001,1,42,33,4,5,1,0,0,0,3,4,0,7,1,0,3,2,0
1977,unsed101,3,65,57,14,24,1,0,3,0,8,5,0,7,2,0,3,0,0
1977,unsed101,7,16,16,5,7,2,0,0,0,0,0,0,3,0,0,0,0,0
1977,unsed101,8,129,116,33,55,5,1,5,0,16,11,3,16,1,0,2,0,0
1977,unsed101,9,93,79,23,38,6,0,3,0,12,11,3,9,1,0,2,1,0
1977,unsed101,11,28,21,4,7,0,0,1,0,4,6,1,6,0,0,0,1,0
1977,urrej101,1,41,29,4,4,0,0,0,0,1,9,0,6,0,0,3,0,0
1977,vailm001,7,3,3,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0
1977,vailm001,9,268,246,68,104,12,0,8,0,32,18,0,49,9,1,0,3,0
1977,vailm001,11,32,30,4,4,0,0,0,0,3,1,0,8,0,1,0,0,0
1977,valeb102,3,33,31,4,8,1,0,1,0,2,2,0,4,2,0,0,0,0
1977,valeb102,5,30,27,2,3,1,0,0,0,4,2,1,4,0,0,0,1,0
1977,valeb102,6,53,48,8,12,1,0,1,0,4,4,0,7,2,0,1,0,0
1977,valeb102,11,49,44,9,10,1,0,0,0,3,5,0,4,3,0,0,0,0
1977,valee001,9,540,507,149,256,28,2,25,0,76,30,3,58,18,0,1,2,0
1977,valee001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,veleo101,9,307,253,60,108,11,2,11,0,40,48,1,63,7,1,2,3,0
1977,veleo101,10,112,93,30,52,8,1,4,0,17,16,0,21,2,0,0,3,0
1977,veleo101,11,15,14,2,5,0,0,1,0,4,1,0,2,0,0,0,0,0
1977,veryt001,6,373,350,69,89,12,1,2,0,28,16,0,44,6,0,4,3,0
1977,vukoj101,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,wagnm001,4,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,wagnm001,6,54,46,6,11,0,1,1,0,3,4,0,11,0,1,2,1,0
1977,walkt103,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1977,walld001,7,7,6,2,4,0,1,0,0,3,1,0,2,0,0,0,0,0
1977,walld001,8,4,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,walld001,9,11,10,1,1,0,0,0,0,2,1,0,2,0,0,0,0,0
1977,walld001,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,wallj101,8,75,64,18,27,3,0,2,0,7,11,1,21,1,0,0,0,0
1977,wallj101,11,21,16,2,2,0,0,0,0,1,5,0,4,0,0,0,0,0
1977,walls101,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,waltd101,3,13,13,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,waltd101,11,8,8,2,2,0,0,0,0,1,0,0,3,0,0,0,0,0
1977,wartd101,1,11,9,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0
1977,washc001,7,365,339,94,138,23,0,7,0,39,20,7,79,6,3,1,2,0
1977,washc001,8,172,165,47,70,7,2,4,0,26,5,2,33,2,0,0,2,0
1977,washc001,9,15,15,7,11,1,0,1,0,3,0,0,0,2,0,0,0,0
1977,washc001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,washr001,6,20,19,7,7,0,0,0,0,1,0,0,2,1,1,0,0,0
1977,washu001,6,26,20,4,7,1,1,0,0,1,5,0,4,0,0,1,0,0
1977,wathj001,2,92,87,28,42,2,3,2,0,15,4,1,5,1,0,0,1,0
1977,wathj001,3,14,14,5,8,3,0,0,0,1,0,0,0,0,0,0,0,0
1977,wathj001,10,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1977,wathj001,11,19,17,6,6,0,0,0,0,4,1,0,2,0,0,0,1,0
1977,watsb001,3,618,549,157,273,38,6,22,1,109,57,11,68,7,7,1,4,0
1977,watsb001,11,5,5,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0
1977,wehrd001,1,14,12,2,3,1,0,0,0,0,0,0,6,0,0,2,0,0
1977,wernd101,2,26,23,4,10,0,0,2,0,4,2,1,3,1,0,0,1,0
1977,whisl101,11,4,4,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0
1977,white001,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,white002,2,36,32,6,9,3,0,0,0,6,2,0,7,0,0,0,2,0
1977,white002,11,9,9,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0
1977,whitf001,4,510,471,115,161,21,5,5,0,50,24,0,67,4,2,11,2,0
1977,whitf001,6,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,whitj001,7,11,10,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1977,whitj001,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,whitj001,11,10,10,2,2,0,0,0,0,1,0,0,3,0,0,0,0,0
1977,whitl001,4,37,32,8,9,1,0,0,0,2,4,0,6,0,0,1,0,0
1977,whitr101,7,574,492,133,199,23,2,13,0,49,71,9,55,11,0,8,3,0
1977,whitr101,8,5,3,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0
1977,whitr101,9,7,6,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,whitr101,10,16,14,4,9,2,0,1,0,2,2,0,1,0,0,0,0,0
1977,whitr101,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,whitt001,7,56,54,11,15,1,0,1,0,3,1,0,9,1,1,0,0,0
1977,whitt001,8,69,64,17,25,3,1,1,0,6,4,0,6,0,0,0,1,0
1977,whitt001,9,194,176,54,88,15,2,5,0,23,14,1,24,3,1,2,1,0
1977,whitt001,11,33,32,11,13,2,0,0,0,4,1,0,7,0,0,0,0,0
1977,wilfr001,4,191,169,42,48,1,1,1,0,13,17,0,26,1,2,3,0,0
1977,wilfr001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,willb101,4,614,539,155,222,28,6,9,0,62,64,7,95,11,0,7,4,0
1977,willb101,11,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,willc101,1,19,18,4,4,0,0,0,0,1,0,0,3,0,0,1,0,0
1977,wille101,2,129,121,31,51,5,0,5,0,15,5,1,21,9,2,0,1,0
1977,wille101,3,63,57,13,21,2,0,2,0,7,4,1,6,2,1,1,0,0
1977,wille101,10,175,164,39,62,5,0,6,0,16,8,1,30,8,2,1,0,0
1977,wille101,11,7,6,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
1977,willm105,11,3,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1977,wilsw001,8,37,34,11,13,2,0,0,0,1,1,0,8,1,0,2,0,0
1977,winfd001,9,676,613,168,286,29,7,25,0,90,58,10,74,12,0,0,5,0
1977,winfd001,11,2,2,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1977,wockj001,2,133,120,36,67,8,1,7,0,19,13,0,16,0,0,0,0,0
1977,wockj001,7,19,19,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0
1977,wockj001,9,6,6,2,8,0,0,2,0,2,0,0,0,0,0,0,0,0
1977,wockj001,10,11,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,wockj001,11,9,9,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0
1977,wohlj001,7,288,265,63,79,9,2,1,0,24,15,0,31,7,1,4,3,0
1977,wohlj001,8,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,wohlj001,9,128,120,32,42,7,0,1,0,12,6,1,16,2,0,0,2,0
1977,wohlj001,11,4,4,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0
1977,wolfl101,5,25,23,4,5,1,0,0,0,5,1,1,0,0,0,1,0,0
1977,wolfl101,11,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,wooda001,7,430,391,111,145,14,4,4,0,29,31,2,30,10,0,5,3,0
1977,wooda001,9,33,31,10,13,3,0,0,0,3,2,0,3,1,0,0,0,0
1977,wooda001,10,16,14,2,2,0,0,0,0,0,1,0,6,0,0,1,0,0
1977,wooda001,11,6,4,2,8,0,0,2,0,3,2,1,0,0,0,0,0,0
1977,woodg001,8,238,226,48,59,9,1,0,0,17,7,0,39,6,2,3,0,0
1977,woodg001,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,wyneb001,2,612,527,137,195,22,3,10,0,78,68,5,61,11,2,10,5,0
1977,wyneb001,11,5,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,wynnj101,7,19,18,1,2,1,0,0,0,1,1,0,5,0,0,0,0,0
1977,wynnj101,9,87,73,16,20,2,1,0,0,10,12,0,16,0,0,0,2,0
1977,wynnj101,10,111,95,16,23,2,1,1,0,2,16,1,22,1,0,0,0,0
1977,wynnj101,11,11,8,1,1,0,0,0,0,0,3,0,4,0,0,0,0,0
1977,yastc101,3,23,22,5,6,1,0,0,0,2,0,0,3,1,0,0,1,0
1977,yastc101,7,587,508,151,263,25,3,27,0,94,69,6,34,8,0,0,10,0
1977,yastc101,9,7,6,3,3,0,0,0,0,3,0,0,0,0,1,0,0,0
1977,yastc101,10,26,22,6,10,1,0,1,0,3,4,0,3,1,0,0,0,0
1977,yeags001,2,435,384,99,172,21,2,16,1,55,43,11,83,7,4,1,3,0
1977,yeags001,11,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,younj001,4,94,91,22,32,10,0,0,0,5,3,1,18,2,0,0,0,0
1977,younj001,5,38,35,11,14,1,1,0,0,3,2,0,7,2,0,0,1,0
1977,younj001,7,19,16,2,2,0,0,0,0,0,3,0,5,0,0,0,0,0
1977,younj001,8,22,16,3,3,0,0,0,0,0,6,0,6,0,0,0,0,0
1977,younj001,9,31,29,8,8,0,0,0,0,1,1,0,4,2,0,1,0,0
1977,younj001,11,23,22,5,7,2,0,0,0,3,1,0,5,1,0,0,0,0
1977,younr001,6,660,602,173,227,34,4,4,0,48,41,1,78,11,2,11,4,0
1977,younr001,11,3,3,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
1977,zachp001,1,70,64,9,9,0,0,0,0,1,1,0,24,4,0,5,0,0
1977,zdebj101,7,181,166,49,61,5,2,1,0,17,10,1,18,4,0,3,2,0
1977,zdebj101,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,zdebj101,9,7,5,2,2,0,0,0,0,0,2,1,1,0,0,0,0,0
1977,zdebj101,10,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,zdebj101,11,24,19,7,10,0,0,1,0,6,4,1,2,1,0,0,1,0
1977,zebeg101,4,70,60,21,33,3,0,3,0,10,9,1,10,1,0,1,0,0
1977,zebeg101,5,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,zebeg101,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,zebeg101,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,ziskr101,7,29,26,8,20,0,0,4,0,10,2,0,3,1,0,0,1,0
1977,ziskr101,9,450,393,122,218,15,6,23,0,73,46,7,70,11,2,1,8,0
1977,ziskr101,10,116,108,24,35,2,0,3,0,18,7,0,23,3,1,0,0,0
1977,ziskr101,11,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
