game.key,game.date,game.number,site.key,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
BL1187205160,1872-05-16,0,,1,BL1,CL1,1,1,0,0,1,,54,21,24,32,2,3,0,,11,,1,,1,0,0,0,0,3,2,,7,1,1,1,0,0,0,1,0,0,27,,,12,0,11,12,1,0,0,0,3,,2,,0,0,0,,2,0,,,,,,,1,27,46,27,9,10,1,0,0
BL1187205200,1872-05-20,0,,1,BL1,PH1,1,1,0,0,1,,29,7,5,7,0,1,0,,4,,3,,1,0,0,0,0,2,0,,4,1,1,1,0,0,0,1,0,0,22,,,4,0,8,9,1,0,0,0,4,,1,,0,0,0,,1,0,,,,,,,1,22,43,22,11,10,1,0,0
BL1187205240,1872-05-24,0,,1,BL1,MID,1,1,0,0,1,,40,13,10,10,0,0,0,,5,,1,,0,0,0,0,0,3,2,,1,1,1,1,0,0,0,1,0,0,27,,,6,0,7,9,0,1,0,0,2,,3,,0,0,0,,1,0,,,,,,,1,27,46,27,9,10,1,0,1
CL1187205290,1872-05-29,0,,0,BL1,CL1,1,1,0,0,1,,38,5,5,6,1,0,0,,2,,1,,1,0,0,0,0,1,0,,7,1,1,1,0,0,0,1,0,0,27,,,2,0,11,14,3,0,0,0,1,,1,,0,0,0,,1,0,,,,,,,1,27,38,27,9,2,0,0,1
CL1187205300,1872-05-30,0,,0,BL1,CL1,1,1,0,0,1,,46,13,16,25,4,1,1,,9,,0,,0,0,0,0,0,,,,6,1,1,1,0,0,0,1,0,0,27,,,4,0,11,13,2,0,0,0,1,,0,,0,0,0,,,0,,,,,,,1,27,,,,,2,0,
CL1187206010,1872-06-01,0,,0,BL1,CL1,1,0,1,0,1,,39,4,4,5,1,0,0,,2,,3,,2,0,0,0,0,,,,8,1,1,1,0,0,0,0,1,0,30,,,7,0,10,10,0,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,1,30,49,30,11,8,,0,
TRO187206030,1872-06-03,0,,0,BL1,TRO,1,1,0,0,1,,52,19,20,29,5,2,0,,13,,0,,0,0,0,0,0,,,,6,1,1,1,0,0,0,1,0,0,27,,,12,0,12,15,1,1,0,0,1,,0,,0,0,0,,,0,,,,,,,1,27,49,27,11,11,,0,
BS1187206060,1872-06-06,0,,0,BL1,BS1,1,0,1,0,1,,28,0,2,2,0,0,0,,0,,0,,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,1,0,27,,,7,0,9,9,0,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,38,27,5,6,1,0,3
BL1187206080,1872-06-08,0,,1,BL1,BS1,1,0,1,0,1,,33,2,5,,,,0,,1,,1,,0,0,0,0,0,,,,6,1,1,0,0,0,1,0,1,0,27,,,15,0,17,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,40,27,6,7,,0,1
BL1187206130,1872-06-13,0,,1,BL1,BR2,1,1,0,0,1,,48,17,13,,,,1,,12,,0,,0,0,0,0,0,,,,4,1,1,1,0,0,0,1,0,0,27,,,7,0,9,,,,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,47,27,8,12,0,0,
PH1187206170,1872-06-17,0,,0,BL1,PH1,1,0,1,0,1,,36,3,9,10,1,0,0,,3,,0,,0,0,0,0,0,0,1,,6,1,1,1,0,0,0,0,1,0,27,,,14,0,14,15,1,0,0,0,1,,4,,0,0,0,,0,0,,,,,,,1,27,45,27,7,11,1,0,1
BS1187206220,1872-06-22,0,,0,BL1,BS1,1,0,1,0,1,,36,3,8,9,1,0,0,,2,,0,,0,0,0,0,0,0,0,,6,1,1,1,0,0,0,0,1,0,27,,,9,0,11,14,3,0,0,0,0,,0,,0,0,0,,1,0,,,,,,,1,27,40,27,8,5,1,0,1
BL1187206260,1872-06-26,0,,1,BL1,WS4,1,1,0,0,1,,48,9,9,,,,,,5,,0,,0,0,0,0,0,,,,12,1,1,1,0,0,0,1,0,0,27,,,1,0,7,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,36,27,5,4,,0,
BL1187206280,1872-06-28,0,,1,BL1,PH1,1,1,0,0,1,,51,17,14,20,2,2,0,,9,,1,,1,0,0,0,0,5,0,,8,1,1,1,0,0,0,1,0,0,27,,,10,0,10,11,1,0,0,0,1,,3,,0,0,0,,2,0,,,,,,,1,27,49,27,13,9,0,0,3
TRO187207040,1872-07-04,0,,0,BL1,TRO,1,1,0,0,1,,53,20,21,28,5,1,0,,16,,0,,0,0,0,0,0,1,1,,6,1,1,1,0,0,0,1,0,0,27,,,4,0,6,6,0,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,1,27,41,27,10,4,1,0,8
BL1187207090,1872-07-09,0,,1,BL1,CL1,1,1,0,0,1,,42,7,12,,,,1,,5,,0,,0,0,0,0,0,,,,9,1,1,1,0,0,0,1,0,0,27,,,5,0,9,,,,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,42,27,9,6,1,0,
BL1187208010,1872-08-01,0,,1,BL1,MID,1,1,0,0,1,,30,8,9,12,0,0,1,,6,,0,,0,0,0,0,0,,,,7,1,1,1,0,0,0,1,0,0,15,,,4,0,6,7,1,0,0,0,1,,2,,0,0,0,,,0,,,,,,,1,15,19,15,3,1,0,0,1
BL1187208020,1872-08-02,0,,1,BL1,MID,1,1,0,0,1,,57,19,14,,,,,,11,,0,,0,0,0,0,0,0,0,,11,1,1,1,0,0,0,1,0,0,27,,,9,0,9,,,,,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,46,27,7,12,0,0,1
BL1187208050,1872-08-05,0,,1,BL1,PH1,1,0,1,0,1,,43,9,11,18,1,0,2,,6,,1,,1,0,0,0,0,3,0,,9,1,1,1,0,0,0,0,1,0,27,,,24,0,24,34,5,1,1,0,3,,4,,0,0,0,,0,0,,,,,,,1,27,48,27,7,14,0,0,1
BR2187208070,1872-08-07,0,,0,BL1,BR2,1,0,1,0,1,,43,8,11,15,2,1,0,,5,,0,,0,1,0,0,0,1,0,,8,1,1,1,0,0,0,0,1,0,27,,,10,0,13,14,1,0,0,0,2,,2,,0,0,0,,2,0,,,,,,,1,27,48,27,14,7,0,0,1
NY2187208080,1872-08-08,0,,0,BL1,NY2,1,1,0,0,1,,59,12,18,20,2,0,0,,6,,0,,1,0,0,0,0,2,0,,11,1,1,1,0,0,0,1,0,0,36,,,8,0,9,9,0,0,0,0,5,,1,,0,0,0,,0,0,,,,,,,1,36,61,36,13,12,1,0,3
BR1187208090,1872-08-09,0,,0,BL1,BR1,1,0,1,0,1,,33,1,8,8,0,0,0,,0,,1,,2,1,0,0,0,1,2,,6,1,1,1,0,0,0,0,1,0,27,,,10,0,7,9,0,1,0,0,2,,5,,0,0,0,,2,0,,,,,,,1,27,47,27,9,11,0,0,0
PH1187208100,1872-08-10,0,,0,BL1,PH1,1,0,1,0,1,,44,6,13,19,2,2,0,,5,,0,,0,0,0,0,0,1,0,,11,1,1,1,0,0,0,0,1,0,27,,,15,0,21,26,1,2,0,0,4,,0,,0,0,0,,0,0,,,,,,,1,27,41,27,9,5,1,0,0
BL1187208130,1872-08-13,0,,1,BL1,BR1,1,1,0,0,1,,43,5,12,15,1,1,0,,3,,0,,1,0,0,0,0,1,0,,11,1,1,1,0,0,0,1,0,0,27,,,1,0,3,3,0,0,0,0,0,,3,,0,0,0,,1,0,,,,,,,1,27,39,27,11,1,0,0,0
BL1187208200,1872-08-20,0,,1,BL1,NY2,1,1,0,0,1,,44,11,9,13,1,0,1,,6,,0,,0,0,0,0,0,,,,6,1,1,1,0,0,0,1,0,0,27,,,5,0,9,10,1,0,0,0,0,,2,,0,0,0,,1,0,,,,,,,1,27,43,27,12,4,1,0,0
BL1187208220,1872-08-22,0,,1,BL1,PH1,1,1,0,0,1,,41,8,11,14,3,0,0,,6,,1,,0,0,0,0,0,2,0,,7,1,1,0,0,0,1,1,0,0,27,,,3,0,9,,,,,0,3,,2,,0,0,0,,1,0,,,,,,,1,27,40,27,9,4,0,0,0
PH1187208240,1872-08-24,0,,0,BL1,PH1,1,1,0,0,1,,49,12,12,13,1,0,0,,6,,0,,1,0,0,0,0,0,1,,10,1,1,0,0,0,1,1,0,0,27,,,8,0,9,,,,,0,2,,1,,0,0,0,,0,0,,,,,,,1,27,44,27,10,7,0,0,0
NY2187208260,1872-08-26,0,,0,BL1,NY2,1,1,0,0,1,,48,10,16,20,4,0,0,,6,,0,,2,0,0,0,0,1,1,,11,1,1,1,0,0,0,1,0,0,27,,,7,0,7,7,0,0,0,0,2,,2,,0,0,0,,1,0,,,,,,,1,27,40,27,7,6,0,0,2
BR1187208270,1872-08-27,0,,0,BL1,BR1,1,1,0,0,1,,50,15,19,24,3,1,0,,7,,0,,0,0,0,0,0,0,0,,8,1,1,1,0,0,0,1,0,0,27,,,8,0,8,9,1,0,0,0,4,,3,,0,0,0,,1,0,,,,,,,1,27,44,27,10,7,0,0,3
BL1187208290,1872-08-29,0,,1,BL1,BR1,1,1,0,0,1,,44,11,12,16,1,0,1,,6,,2,,4,0,0,0,0,2,0,,8,1,1,1,0,0,0,1,0,0,27,,,1,0,2,2,0,0,0,0,0,,1,,0,0,0,,0,0,,,,,,,1,27,40,27,9,4,0,0,0
BL1187209050,1872-09-05,0,,1,BL1,BR2,1,1,0,0,1,,45,10,14,16,0,1,0,,7,,0,,0,0,0,0,0,0,0,,8,1,1,1,0,0,0,1,0,0,27,,,2,0,10,13,1,1,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,43,27,14,2,1,0,0
BL1187209060,1872-09-06,0,,1,BL1,BR2,1,1,0,0,1,,53,18,17,19,2,0,0,,13,,0,,0,0,0,0,0,0,0,,8,1,1,0,0,0,1,1,0,0,27,,,6,0,11,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,44,27,12,5,0,0,
BL1187209110,1872-09-11,0,,1,BL1,BS1,1,0,1,0,1,,43,7,12,13,1,0,0,,6,,0,,0,0,0,0,0,0,0,,9,1,1,0,0,0,1,0,1,0,27,,,8,0,10,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,49,27,13,9,0,0,
BL1187209120,1872-09-12,0,,1,BL1,BR1,1,1,0,0,1,,38,2,13,13,0,0,0,,0,,1,,0,0,0,0,0,1,0,,16,1,1,1,0,0,0,1,0,0,21,,,1,0,1,1,0,0,0,0,0,,2,,0,0,0,,1,0,,,,,,,1,21,29,21,7,1,0,0,1
BL1187209130,1872-09-13,0,,1,BL1,BR1,1,1,0,0,1,,59,18,24,,,0,1,,12,,0,,0,0,0,0,0,,,,14,1,1,1,0,0,0,1,0,0,27,,,1,0,5,,,0,0,0,1,,0,,0,0,0,,1,0,,,,,,,1,27,40,27,10,3,1,0,
BL1187209260,1872-09-26,0,,1,BL1,PH1,1,0,1,0,1,,41,6,12,18,2,2,0,,4,,2,,1,0,0,0,0,2,1,,10,1,1,0,0,0,1,0,1,0,27,,,11,0,8,,,,,0,4,,1,,0,0,0,,1,0,,,,,,,1,27,54,27,16,11,0,0,1
PH1187209280,1872-09-28,0,,0,BL1,PH1,1,0,0,1,1,,40,7,11,12,1,0,0,,5,,0,,0,0,0,0,0,,3,,6,1,1,1,0,0,0,0,0,0,27,,,7,0,11,11,0,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,41,27,11,3,1,0,
PH1187209300,1872-09-30,0,,0,BL1,PH1,1,1,0,0,1,,39,6,8,9,1,0,0,,4,,0,,0,0,0,0,0,2,0,,6,1,1,1,0,0,0,1,0,0,27,,,3,0,8,9,1,0,0,0,2,,3,,0,0,0,,1,0,,,,,,,1,27,35,27,6,2,1,0,1
NY2187210010,1872-10-01,0,,0,BL1,NY2,1,0,0,1,1,,45,6,14,19,5,0,0,,6,,0,,1,0,0,0,0,0,0,,9,1,1,1,0,0,0,0,0,0,30,,,6,0,14,16,2,0,0,0,2,,2,,0,0,0,,0,0,,,,,,,1,30,47,30,9,8,0,0,2
BS1187210020,1872-10-02,0,,0,BL1,BS1,1,0,1,0,1,,35,3,8,9,1,0,0,,3,,0,,0,1,0,0,0,0,0,,5,1,1,1,0,0,0,0,1,0,27,,,8,0,15,18,3,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,46,27,14,5,0,0,3
NY2187210040,1872-10-04,0,,0,BL1,NY2,1,0,1,0,1,,44,8,13,16,1,1,0,,6,,0,,3,0,0,0,0,0,0,,9,1,1,1,0,0,0,0,1,0,26,,,18,0,20,22,2,0,0,0,1,,1,,0,0,0,,2,0,,,,,,,1,26,64,26,13,25,0,0,5
BR2187210050,1872-10-05,0,,0,BL1,BR2,1,1,0,0,1,,77,39,42,51,5,2,0,,30,,0,,0,0,0,0,0,0,2,,11,1,1,1,0,0,0,1,0,0,27,,,14,0,12,16,2,1,0,0,1,,4,,0,0,0,,1,0,,,,,,,1,27,49,27,9,13,0,0,7
BL1187210120,1872-10-12,0,,1,BL1,BS1,1,0,1,0,1,,27,8,6,,,1,,,3,,2,,0,0,0,0,0,,,,3,1,1,0,0,0,1,0,1,0,18,,,9,0,8,,,,,0,2,,0,,0,0,0,,0,0,,,,,,,1,18,37,18,9,10,,0,0
BL1187210170,1872-10-17,0,,1,BL1,NY2,1,0,0,1,1,,36,7,9,14,2,0,1,,4,,0,,1,0,0,0,0,,,,5,1,1,0,0,0,1,0,0,0,24,,,7,0,7,,,,,0,0,,4,,0,0,0,,,0,,,,,,,1,24,43,24,11,8,0,0,2
NY2187210290,1872-10-29,0,,0,BL1,NY2,1,1,0,0,1,,34,4,8,8,0,0,0,,3,,0,,0,0,0,0,0,0,0,,3,1,1,1,0,0,0,1,0,0,27,,,1,0,3,3,0,0,0,0,0,,3,,0,0,0,,,0,,,,,,,1,27,43,27,9,7,0,0,0
NY2187210300,1872-10-30,0,,0,BL1,NY2,1,0,1,0,1,,37,2,7,8,1,0,0,,2,,0,,0,0,0,0,0,0,0,,8,1,1,1,0,0,0,0,1,0,27,,,5,0,5,5,0,0,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,41,27,8,6,0,0,
BR2187210310,1872-10-31,0,,0,BL1,BR2,1,1,0,0,1,,46,14,17,22,5,0,0,,9,,0,,0,0,0,0,0,0,0,,5,1,1,1,0,0,0,1,0,0,27,,,7,0,14,15,1,0,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,47,27,12,8,0,0,0
BR1187205070,1872-05-07,0,,1,BR1,TRO,1,0,1,0,1,,43,11,12,17,1,2,0,,7,,0,,0,0,0,0,0,,,,5,1,1,1,0,0,0,0,1,0,27,,,17,0,15,20,3,1,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,,27,14,,,0,
BR1187205090,1872-05-09,0,,1,BR1,BS1,1,0,1,0,1,,29,0,2,3,1,0,0,,0,,0,,1,0,0,0,0,0,0,,2,1,1,1,0,0,0,0,1,0,27,,,20,0,26,30,4,0,0,0,1,,1,,0,0,0,,6,0,,,,,,,1,27,48,27,10,11,1,0,1
BR1187205180,1872-05-18,0,,1,BR1,NY2,1,0,1,0,1,,39,6,11,14,3,0,0,,2,,2,,1,0,0,0,0,,0,,8,1,1,1,0,0,0,0,1,0,27,,,24,0,21,30,2,2,1,0,4,,0,,0,0,0,,0,0,,,,,,,1,27,52,27,9,16,0,0,2
TRO187205210,1872-05-21,0,,0,BR1,TRO,1,0,1,0,1,,40,8,10,10,0,0,0,,4,,0,,3,0,0,0,0,1,2,,5,1,1,1,0,0,0,0,1,0,27,,,16,0,17,25,4,2,0,0,2,,0,,0,0,0,,0,0,,,,,,,1,27,52,27,19,6,0,0,6
BS1187206200,1872-06-20,0,,0,BR1,BS1,1,0,1,0,1,,34,4,6,6,0,0,0,,2,,0,,3,0,0,0,0,,,,3,1,1,1,0,0,0,0,1,0,27,,,24,0,25,32,5,1,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,,27,12,,,0,
MID187206210,1872-06-21,0,,0,BR1,MID,1,0,1,0,1,,40,6,13,,,,0,,4,,0,,0,0,0,0,0,,,,7,1,1,1,0,0,0,0,1,0,27,,,26,0,33,,,,1,0,0,,0,,0,0,0,,,0,,,,,,,1,27,,,,,,0,
NY2187206290,1872-06-29,0,,0,BR1,NY2,1,0,1,0,1,,44,8,14,15,1,0,0,,6,,1,,0,0,0,0,0,0,0,,10,1,1,1,0,0,0,0,1,0,27,,,27,0,25,31,3,0,1,0,1,,0,,0,0,0,,5,0,,,,,,,1,27,52,27,13,12,0,0,1
PH1187207040,1872-07-04,0,,0,BR1,PH1,1,0,1,0,1,,32,3,7,8,1,0,0,,2,,1,,3,1,0,0,0,,0,,3,1,1,1,0,0,0,0,1,0,27,,,16,0,13,17,1,0,1,0,2,,0,,0,0,0,,,0,,,,,,,1,27,46,27,10,9,0,0,
BR1187207060,1872-07-06,0,,1,BR1,CL1,1,0,1,0,1,,38,5,8,12,2,1,0,,2,,0,,0,0,0,0,0,0,0,,6,1,1,1,0,0,0,0,1,0,27,,,24,0,26,31,3,1,0,0,2,,0,,0,0,0,,4,0,,,,,,,1,27,53,27,13,13,0,0,6
BR1187207090,1872-07-09,0,,1,BR1,TRO,1,0,1,0,1,,35,3,7,9,2,0,0,,2,,1,,0,0,0,0,0,0,0,,6,1,1,1,0,0,0,0,1,0,27,,,15,0,16,19,3,0,0,0,2,,0,,0,0,0,,1,0,,,,,,,1,27,51,27,14,10,0,0,2
BR1187208090,1872-08-09,0,,1,BR1,BL1,1,1,0,0,1,,38,10,7,9,0,1,0,,3,,2,,5,0,0,0,0,3,0,,3,1,1,1,0,0,0,1,0,0,27,,,1,0,8,8,0,0,0,0,1,,2,,0,0,0,,0,0,,,,,,,1,27,39,27,8,4,2,0,0
PH1187208120,1872-08-12,0,,0,BR1,PH1,1,0,1,0,1,,46,9,14,18,2,1,0,,5,,0,,1,0,0,0,0,0,0,,10,1,1,1,0,0,0,0,1,0,27,,,12,0,18,20,2,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,1,27,50,27,18,5,0,0,0
BL1187208130,1872-08-13,0,,0,BR1,BL1,1,0,1,0,1,,31,1,3,3,0,0,0,,1,,0,,3,0,0,0,0,1,0,,3,1,1,1,0,0,0,0,1,0,27,,,5,0,12,15,1,1,0,0,0,,1,,0,0,0,,0,0,,,,,,,1,27,42,27,7,8,0,0,3
BR1187208190,1872-08-19,0,,1,BR1,BR2,1,1,0,0,1,,42,4,10,11,1,0,0,,4,,1,,1,0,0,0,0,0,2,,9,1,1,1,0,0,0,1,0,0,30,,,3,0,8,11,3,0,0,0,1,,2,,0,0,0,,0,0,,,,,,,1,30,42,30,10,2,0,0,1
BR1187208240,1872-08-24,0,,1,BR1,NY2,1,0,1,0,1,,38,2,9,9,0,0,0,,0,,1,,0,1,0,0,0,0,0,,10,1,1,1,0,0,0,0,1,0,27,,,7,0,13,16,1,1,0,0,0,,1,,0,0,0,,1,0,,,,,,,1,27,46,27,14,5,1,0,0
BR1187208270,1872-08-27,0,,1,BR1,BL1,1,0,1,0,1,,39,8,8,9,1,0,0,,5,,4,,3,0,0,0,0,2,0,,4,1,1,0,0,0,1,0,1,0,27,,,15,0,19,,,,,0,0,,0,,0,0,0,,1,0,,,,,,,1,27,51,27,12,12,1,0,1
BL1187208290,1872-08-29,0,,0,BR1,BL1,1,0,1,0,1,,31,1,2,2,0,0,0,,1,,0,,1,0,0,0,0,0,0,,4,1,1,1,0,0,0,0,1,0,27,,,11,0,12,16,1,0,1,0,2,,4,,0,0,0,,3,0,,,,,,,1,27,45,27,10,8,0,0,1
PH1187208310,1872-08-31,0,,0,BR1,PH1,1,0,0,1,1,,35,5,10,11,1,0,0,,3,,0,,0,0,0,0,0,,,,6,1,1,1,0,0,0,0,0,0,25,,,5,0,8,10,2,0,0,0,2,,0,,0,0,0,,,0,,,,,,,1,25,38,25,8,5,0,0,
NY2187209050,1872-09-05,0,,0,BR1,NY2,1,0,1,0,1,,36,6,7,,,,,,3,,0,,0,0,0,0,0,,,,3,1,1,1,0,0,0,0,1,0,27,,,9,0,15,,,,,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,56,27,18,11,0,0,
BR2187209110,1872-09-11,0,,0,BR1,BR2,1,0,1,0,1,,48,17,16,19,1,1,0,,11,,0,,0,0,0,0,0,,,,4,1,1,1,0,0,0,0,1,0,27,,,19,0,22,28,4,1,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,52,27,12,13,0,0,
BL1187209120,1872-09-12,0,,0,BR1,BL1,1,0,1,0,1,,23,1,1,1,0,0,0,,0,,0,,,0,0,0,0,1,0,,1,1,1,1,0,0,0,0,1,0,21,,,2,0,13,13,0,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,1,21,32,22,6,4,0,0,0
BL1187209130,1872-09-13,0,,0,BR1,BL1,1,0,1,0,1,,31,1,5,,,0,0,,0,,1,,0,0,0,0,0,,,,4,1,1,1,0,0,0,0,1,0,27,,,18,0,24,30,3,0,1,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,54,27,14,13,0,0,
PH1187209160,1872-09-16,0,,0,BR1,PH1,1,0,1,0,1,,33,1,5,5,0,0,0,,0,,0,,0,0,0,0,0,,,,5,1,1,1,0,0,0,0,1,0,27,,,20,0,21,22,1,0,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,55,27,12,16,0,0,
BR1187209190,1872-09-19,0,,1,BR1,PH1,1,0,1,0,1,,40,4,9,11,2,0,0,,4,,0,,0,0,0,0,0,,,,9,1,1,1,0,0,0,0,1,0,27,,,15,0,16,18,2,0,0,0,1,,0,,0,0,0,,,0,,,,,,,1,27,50,27,11,12,0,0,
BR1187210210,1872-10-21,0,,1,BR1,BR2,1,0,1,0,1,,32,3,3,3,0,0,0,,0,,0,,1,0,0,0,0,0,0,,2,1,1,1,0,0,0,0,1,0,27,,,8,0,14,16,2,0,0,0,1,,0,,0,0,0,,5,0,,,,,,,1,27,35,27,7,1,0,0,0
BR1187210220,1872-10-22,0,,1,BR1,BS1,1,0,1,0,1,,36,3,9,11,0,1,0,,2,,,,,0,0,0,0,0,0,,6,1,1,1,0,0,0,0,1,0,27,,,4,0,9,9,0,0,0,0,,,,,0,0,0,,1,0,,,,,,,1,27,,27,16,,0,0,0
MID187205020,1872-05-02,0,,0,BR2,MID,1,0,1,0,1,,32,2,6,7,1,0,0,,1,,0,,0,0,0,0,0,,,,8,1,1,1,0,0,0,0,1,0,27,,,8,0,12,14,2,0,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,,,,,,0,
TRO187205030,1872-05-03,0,,0,BR2,TRO,1,0,1,0,1,,39,3,9,,,,,,2,,0,,0,0,0,0,0,,,,7,1,1,1,0,0,0,0,1,0,27,,,16,0,17,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,55,27,15,13,1,0,
BR2187205060,1872-05-06,0,,1,BR2,TRO,1,0,1,0,1,,34,1,5,5,0,0,0,,0,,0,,0,0,0,0,0,1,1,,6,1,1,1,0,0,0,0,1,0,27,,,17,0,18,27,1,1,2,0,0,,1,,0,0,0,,3,0,,,,,,,1,27,56,27,13,16,0,0,1
